eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
1000.0,402.43949299999997,302,0.0006661768,0.00012207031,11.351631,-0.002293642,23.170664,0.0031198859214782715,1,2048,6.770819757017307,2048
1000.0,482.488958525,319,0.01025462,0.14880371,11.316363,0.0034009267,22.466513,-0.4244520664215088,20,40960,127.07233404007275,40960
994.2560975609756,482.80800853658525,320,0.025523175,0.31970215,11.30071,-0.0024236664,11.649072,-0.25471794605255127,40,81920,253.04967638803646,81920
985.84,476.84352400999995,393,0.020705227,0.26904297,11.304813,0.0038570329,18.34783,-0.0010499954223632812,60,122880,378.92933332698885,122880
990.55,469.08080093000007,315,0.007911712,0.10900879,11.296139,0.0021794455,16.654829,-0.14962375164031982,80,163840,506.6330726960441,163840
996.29,473.70464993999997,331,0.013570981,0.20654297,11.279922,0.009012085,29.199306,-0.17398762702941895,100,204800,634.3022948490689,204800
994.62,478.18648827,324,0.010568862,0.15454102,11.252547,-0.0013993415,14.246819,-0.20264089107513428,120,245760,762.0525737750577,245760
994.62,489.6600004,320,0.0090178205,0.12573242,11.249387,-0.0017940563,17.315248,-0.15298020839691162,140,286720,887.3622935391031,286720
995.95,501.78288338000004,347,0.012133864,0.18774414,11.231385,0.0008764877,17.82788,-0.05244457721710205,160,327680,1012.1878510680981,327680
995.95,493.38769434999995,323,0.009543518,0.12097168,11.202739,0.0048808567,15.965478,0.13895028829574585,180,368640,1138.9288360050414,368640
995.95,492.27731019000004,311,0.010070025,0.14550781,11.189529,-0.00074065,15.804888,-0.04883134365081787,200,409600,1266.0705849190708,409600
1000.0,494.32226959,320,0.009026438,0.13098145,11.18697,-0.0044733505,18.68954,-0.05106043815612793,220,450560,1393.1793852390256,450560
931.12,446.83696789000004,384,0.01047715,0.15405273,11.172634,0.00095837965,9.916808,-0.07401084899902344,240,491520,1518.65987352503,491520
872.48,408.8412505,334,0.013462307,0.20043945,11.139766,-0.0049741073,14.182848,0.046245574951171875,260,532480,1645.0000959590543,532480
901.91,442.10720402,311,0.010952357,0.1427002,11.141108,-0.00025045738,16.830923,-0.014706254005432129,280,573440,1768.2274257560493,573440
981.1,484.8818937900001,318,0.012408966,0.18688965,11.137505,-0.0013326266,19.914925,0.19021755456924438,300,614400,1895.963385045994,614400
980.99,474.9522173,317,0.015350474,0.21069336,11.071651,0.0023831856,17.069513,0.1413007378578186,320,655360,2021.453495024005,655360
981.3,466.0674108900001,317,0.018001469,0.23620605,11.035321,-0.002781495,12.290226,-0.10209536552429199,340,696320,2148.2750514090294,696320
977.67,462.7160979,350,0.011296625,0.1619873,10.985953,0.0026406706,23.068794,-0.0004603862762451172,360,737280,2274.6027102890657,737280
987.44,478.38907321000005,314,0.006213999,0.08227539,10.96391,-0.003175885,17.815208,-0.08153784275054932,380,778240,2399.9498888240196,778240
