# {"t_start": 1574707751.4640615, "env_id": "AntBulletEnv-v0"} 
r,l,t
696.36865,1000,39813.221612
754.49944,1000,39817.728434
741.082076,1000,39822.383409
738.920293,1000,39826.893036
768.8423,1000,39831.556403
737.156383,1000,39836.059423
471.259487,1000,39840.74402
768.838542,1000,39845.262298
762.242887,1000,39849.915971
778.259347,1000,39854.422068
747.836385,1000,39858.864877
746.115766,1000,39863.549146
697.77451,1000,39868.037665
768.888684,1000,39872.76308
772.012955,1000,39877.239774
788.127445,1000,39881.924093
784.484484,1000,39886.398959
797.159114,1000,39891.05762
814.76908,1000,39895.516941
785.459122,1000,39900.206717
765.2082,1000,39904.683997
792.971404,1000,39909.384794
612.844583,1000,39913.838243
783.216755,1000,39918.547426
791.917492,1000,39922.992784
695.902038,1000,39927.665602
753.416744,1000,39932.142094
788.665076,1000,39936.85193
827.776296,1000,39941.35366
753.641049,1000,39946.050754
838.618896,1000,39950.486991
803.553339,1000,39955.182456
777.647445,1000,39959.677307
721.076629,1000,39964.372242
859.285454,1000,39968.868802
814.341998,1000,39973.519013
703.443299,1000,39978.050931
774.550816,1000,39982.740086
719.937644,1000,39987.260418
726.888238,1000,39991.946775
694.264315,1000,39996.436305
677.258362,1000,40001.094903
644.394478,1000,40005.617449
729.352335,1000,40010.316985
584.121678,1000,40014.837642
738.065905,1000,40019.519004
761.410439,1000,40024.026232
683.947399,1000,40028.739085
746.196376,1000,40033.266358
648.320526,1000,40037.952171
783.821806,1000,40042.483758
739.693706,1000,40047.178989
703.478808,1000,40051.665514
768.910878,1000,40056.154434
774.863262,1000,40060.826108
736.960545,1000,40065.28225
779.403147,1000,40069.979115
757.748596,1000,40074.444825
668.820203,1000,40079.125037
783.27507,1000,40083.590314
703.557683,1000,40088.274115
764.378632,1000,40092.77862
774.196763,1000,40097.452956
619.418417,1000,40101.941487
786.38835,1000,40106.673217
764.068241,1000,40111.154341
736.407327,1000,40115.823255
827.336731,1000,40120.299247
739.749519,1000,40124.961653
796.042367,1000,40129.448049
765.85807,1000,40134.12615
753.93076,1000,40138.623273
558.16529,1000,40143.269227
822.914568,1000,40147.734273
855.949537,1000,40152.427217
785.21986,1000,40156.914354
815.650871,1000,40161.589673
792.086639,1000,40166.072652
810.265876,1000,40170.766753
752.412497,1000,40175.249262
833.671905,1000,40179.942576
796.655607,1000,40184.396278
785.221004,1000,40189.102665
814.812847,1000,40193.598746
822.800484,1000,40198.317225
767.94009,1000,40202.782488
754.786064,1000,40207.503851
821.560612,1000,40212.002568
830.891014,1000,40216.695763
793.92239,1000,40221.168785
798.900581,1000,40225.852343
818.553104,1000,40230.310704
823.557516,1000,40234.984115
854.047527,1000,40239.463686
805.477082,1000,40244.162998
856.510877,1000,40248.642903
