eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
1000.0,471.7222815,282,0.0007106568,0.0010986328,11.352806,-0.0025612263,30.917019,0.06547093391418457,1,2048,7.240286200000128,2048
947.0930232558139,444.0601128372093,345,0.002497756,0.01184082,11.323937,0.001075149,18.622377,-0.08573567867279053,20,40960,121.49066612599995,40960
971.2142857142857,449.0985076785715,181,0.0038059037,0.03564453,11.261604,-0.0004229087,13.589325,0.1291242241859436,40,81920,339.652783772,81920
994.92,446.5689960700001,237,0.0029569862,0.018066406,11.2328205,0.00039575784,6.5933228,0.39162248373031616,60,122880,537.517147455,122880
998.57,431.37543638000005,176,0.004857431,0.0592041,11.205147,-0.00073594484,6.8017497,0.16734492778778076,80,163840,743.59813343,163840
1000.0,432.5635212600001,155,0.008807403,0.12658691,11.184322,-0.0025806597,5.351686,0.20268630981445312,100,204800,981.1031714740002,204800
1000.0,435.0548194700001,198,0.010627232,0.15356445,11.159924,-0.002367273,8.540301,0.4883642792701721,120,245760,1207.5883669620002,245760
1000.0,445.66743529,201,0.005183303,0.0625,11.125775,-0.0015152209,10.809353,0.06752896308898926,140,286720,1412.333501221,286720
981.7,461.40609165,200,0.0064980043,0.087524414,11.091454,4.2909232e-06,10.607055,0.3096444010734558,160,327680,1615.451135839,327680
976.81,459.58124059999994,199,0.0073466557,0.10852051,11.05023,-0.001774565,10.584676,0.3884366750717163,180,368640,1819.6890283870002,368640
986.2,460.85784607,200,0.0074683414,0.10412598,11.014788,-0.00032187178,15.478673,0.3000062108039856,200,409600,2024.6837624,409600
991.09,464.24556413000005,199,0.005575285,0.071777344,10.980607,-0.001619807,9.453021,0.24053657054901123,220,450560,2229.999468119,450560
993.18,481.68294362,195,0.009194442,0.12646484,10.920318,0.0012351184,10.117766,0.5145640671253204,240,491520,2436.526848234,491520
1000.0,496.10296447,196,0.0072085788,0.092163086,10.885718,3.5037694e-05,10.753945,0.5486485660076141,260,532480,2643.171923164,532480
1000.0,510.28303416999995,199,0.005769677,0.07141113,10.848006,-0.0017200534,9.893326,0.6163777410984039,280,573440,2850.9584217320003,573440
1000.0,520.16161013,200,0.0070127985,0.0949707,10.817361,-0.00037255185,19.197428,0.25283384323120117,300,614400,3057.464556769,614400
1000.0,510.69109195,200,0.012069763,0.16882324,10.808073,-0.002593481,9.540126,0.3903951048851013,320,655360,3261.8615710850004,655360
1000.0,505.99338777,201,0.012010948,0.17785645,10.739954,-0.0020827,15.142846,0.7278313636779785,340,696320,3467.375104008,696320
1000.0,516.3812040500001,198,0.007277627,0.1048584,10.665778,-0.0010162201,15.470516,0.41804033517837524,360,737280,3673.7323505580002,737280
1000.0,542.5958213900001,196,0.0068843127,0.091308594,10.670692,-0.00048756116,10.326888,0.668086439371109,380,778240,3880.55418039,778240
1000.0,544.71302211,198,0.004205133,0.045410156,10.650366,-0.00087347906,11.005692,0.5506798923015594,400,819200,4087.2356925299996,819200
1000.0,563.10927985,204,0.007992411,0.11047363,10.610175,-0.0016028597,14.207165,0.46776700019836426,420,860160,4292.585451151001,860160
1000.0,568.6381864,190,0.008016237,0.11352539,10.5912,-0.0025821493,17.652134,0.13495278358459473,440,901120,4496.071035064,901120
994.47,545.6276798,198,0.0068771723,0.08972168,10.60478,-0.001211477,9.968972,0.7313033938407898,460,942080,4700.249655158999,942080
994.47,524.95137841,198,0.005289669,0.060913086,10.556168,-0.00041213643,12.235735,0.3956172466278076,480,983040,4905.2222767660005,983040
1000.0,559.65559505,199,0.008936752,0.1295166,10.498747,-0.003781184,21.367022,0.13221341371536255,500,1024000,5111.014203293,1024000
1000.0,601.68561221,198,0.0057464307,0.0736084,10.444707,-0.0021050815,15.982769,0.581703782081604,520,1064960,5317.750306317001,1064960
